公司代號,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投資比率(%)
1423,利華,8.34,747.29,5000.34,2592.81,171.8,20.46,17.83,0.86,424.41,1.77,0.23,0.17,0.19,0.29,0.76,0.03,253.45,190.07,2.16
1432,大魯閣,68.57,106.55,86.48,47.11,-1.22,29.94,12.19,0.5,730,0.2,0.14,-1.59,-6.77,-10.56,-18.32,-0.85,-0.05,-6.41,-0.01
1434,福懋,23.63,497.09,249.75,156.09,23.92,7.91,46.14,4.38,83.33,2.35,0.46,4.63,6.08,26.56,9.64,2.07,52.77,152.21,2.19
1435,中福,15.38,1157.38,13709.46,13468.47,-9426.98,23.17,15.75,0.04,9125,0.3,0.02,-0.54,-0.64,-0.42,-20.65,-0.05,193.52,525.74,0.01
1436,華友聯,65.95,15859.02,195.69,18.3,140.07,510.63,0.71,0.18,2027.77,54.15,0.2,1.64,1.9,8.54,3.29,0.57,5.75,-75.4,4.82
1437,勤益控,46.12,51481.99,51.61,49.62,7.32,11.95,30.54,4.22,86.49,7.34,0.06,5.28,8.83,24.06,74.43,2.19,0.58,653.23,-3.03
1438,裕豐,11.51,1879.51,33575.83,21598.14,NA,NA,NA,0.04,9125,0.18,0.01,-1.14,-1.29,-0.69,-11345.16,-0.07,503.25,NA,1.41
1439,中和,7.97,2674.2,6864.54,6783.2,238.81,54.91,6.64,15.1,24.17,4.21,0.16,1.19,1.29,3.31,7.43,0.28,-30.45,7.37,1.75
1440,南紡,37.48,165,101.48,48.46,8.14,13.18,27.69,3.98,91.7,1.01,0.48,1.35,1.84,3.91,2.45,0.35,13.37,47.67,0.87
1441,大東,81.86,119.25,85.22,38.71,-3.56,7.53,48.47,3.49,104.58,0.97,0.53,-5.76,-31.44,-23.58,-13.31,-2.36,-1.42,-29.79,-0.27
1442,名軒,56.7,33026.3,321.18,14.08,35.25,347.24,1.05,0.36,1013.88,201.87,0.4,4.25,10.76,24.9,10.38,2.05,53.52,-5.46,19.01
1443,立益,80.84,52.53,56,27.55,0,7.46,48.92,1.73,210.98,0.47,0.29,-3.49,-26.83,-17.42,-18.96,-1.34,0,0,0
1444,力麗,40.51,191.35,112.66,84.05,2.56,9.61,37.98,4.93,74.03,1.49,0.51,0.61,0.58,0.9,0.72,0.07,-13.34,103.15,-6.84
1445,大宇,17.05,187.06,477.04,222.97,NA,6.27,58.21,2.56,142.57,1.64,0.73,2.72,3.27,5.32,3.75,0.45,11.53,38.25,-0.39
1446,宏和,53.04,682.86,157.52,22.19,27.94,13.25,27.54,7.76,47.03,3.5,0.24,1.77,3.63,5.62,7.06,0.47,10.01,-70.49,9.3
1447,力鵬,53.82,191.34,132.04,106.05,0.51,6.52,55.98,5.03,72.56,2.19,0.64,0.06,-0.58,-0.49,-0.43,-0.1,-1.08,58.91,-0.42
1449,佳和,82.56,99.25,109.36,67.34,-33.12,3.92,93.11,3.52,103.69,1.14,0.57,-1.54,-18.54,-11.77,-6.22,-1.56,-21.87,-678.16,-9.03
1451,年興,24.54,393.24,382.47,225.08,59.21,5.43,67.21,3.68,99.18,4.5,0.97,5.56,7.32,22.92,5.63,1.83,88.62,118.25,6.12
1452,宏益,8.8,385.67,987.61,849.46,7091.88,6.57,55.55,6.13,59.54,3.03,0.74,7.45,8.19,18.18,10.11,1.5,192.82,116.11,3.18
1453,大將,14.8,337.88,626.79,145.86,-142.5,8.59,42.49,0.1,3650,0.17,0.05,-0.92,-1.06,-1.12,-20.08,-0.12,-53.43,45.73,-4.89
1454,台富,23.24,194.4,300,138.3,2694.16,8.49,42.99,2.15,169.76,2.05,0.86,2.55,3.19,4.84,2.86,0.4,0.03,0.59,-0.02
1455,集盛,33.95,132.72,133.38,83.39,15.8,6.73,54.23,6.26,58.3,2.11,1.14,1.94,2.77,4.17,1.6,0.34,18.46,194.36,3.36
1456,怡華,75.24,3174.05,201.54,24.63,194.42,3.95,92.4,0.36,1013.88,8.16,0.21,2.15,4.25,6.16,4.83,0.5,NA,NA,NA
1457,宜進,43.89,158.42,131.55,81.28,2.04,6.44,56.67,4.63,78.83,0.75,0.39,0.88,0.53,2.56,0.74,0.26,23.64,21.28,3.88
1459,聯發,48.58,167.21,157.09,123.97,-681.2,7.82,46.67,6.96,52.44,0.97,0.43,-5.73,-12.53,-12.08,-14.84,-1.38,-14.02,21.04,-4.37
1460,宏遠,50.47,171.02,160.86,56.29,13.22,7.95,45.91,1.9,192.1,2.48,0.91,5.82,10.84,13.08,5.95,1.2,13.26,78.21,0.94
1463,強盛,27.49,695.54,277.12,188.1,194.64,5.68,64.26,1.25,292,5.33,0.57,17.6,27.01,45.75,30.21,3.95,43.86,25.9,8.52
1464,得力,55.47,161.44,117.89,75.38,10.34,5.06,72.13,3.02,120.86,2.35,0.75,4.74,9.59,15.4,5.86,1.45,9.33,33.98,-1.49
1465,偉全,13.29,306.79,617.77,447.47,9174.51,8.58,42.54,2.36,154.66,3.33,0.76,4.43,6.55,11.99,6.01,0.72,62.16,138.87,2.97
1466,聚隆,51.25,95.67,133.52,68.57,-5.53,7.38,49.45,4.48,81.47,2.01,1.02,-2.45,-5.61,-11.35,-2.76,-0.91,21.69,45.36,4.14
1467,南緯,64.61,170.37,128.72,81.53,-0.04,6.48,56.32,4.26,85.68,3.2,1.05,-1.55,-6.33,-3.37,-2.29,0.07,16.33,29.24,9.07
1468,昶和,53.71,199.74,204.24,70.59,-0.84,9.57,38.14,0.55,663.63,0.65,0.24,-1.02,-4.1,-2.84,-7.89,-0.25,7.72,-33.15,1.38
1470,大統新創,11.95,258.95,583.28,466.7,0,4.42,82.57,3.43,106.41,1.85,0.64,4.36,4.92,6.59,6.85,0.55,103.14,110.39,3.51
1471,首利,26.7,244.36,161.11,137.15,-662.22,3.16,115.5,9,40.55,1.43,0.46,-14.82,-19.08,-19.16,-32.44,-1.91,-36.66,56.41,-6.92
1472,三洋紡,59.67,82.36,82.07,66.04,7.79,6.8,53.67,5.12,71.28,1.67,0.8,7.45,17.78,11.43,8.09,0.89,1.42,-91.94,0.5
1473,台南,38.88,373.3,225.83,166.75,9.1,6.35,57.48,5.33,68.48,7.31,1.28,3.43,5.59,17.66,2.4,1.54,47.27,90.39,13.25
1474,弘裕,44.66,212.24,149.35,82.5,13.9,5.3,68.86,3.23,113,3.28,0.95,3.84,6.6,11.66,3.75,0.94,17.22,87.57,6.19
1475,本盟,50.1,565.63,173.09,116.71,-13.89,5.54,65.88,3.56,102.52,6.61,0.57,-22,-47.35,-14.44,-41.05,-1.94,-27.16,-5.06,-4.44
1476,儒鴻,24.17,238.48,281.28,206.65,14276.71,7.96,45.85,5.09,71.7,3.77,1.3,19.61,27.23,168.98,14.92,13.67,93.25,107.2,7.61
1477,聚陽,33.56,180.34,178.91,108.79,84.86,49.1,7.43,5.84,62.5,4.62,1.66,11.7,17.29,92.36,6.97,7.39,24.98,74.25,-7.73
1503,士電,39.79,182.29,129.67,83.23,41.66,3.3,110.6,3.38,107.98,1.53,0.6,3.77,5.97,33.05,6.1,2.39,8.39,88.62,0.38
1504,東元,39.68,369.12,238.92,170.96,19.47,4.36,83.71,2.98,122.48,2.98,0.54,4.82,7.53,24.63,8.09,2.02,25.58,117.03,3.09
1506,正道,51.42,199.34,258.48,142.25,2.2,3.4,107.35,2.52,144.84,1.52,0.58,1.58,1.68,2.47,1.42,0.17,7.86,52.65,1.19
1507,永大,57.3,223.11,129.95,70.36,42847.1,3.91,93.35,1.61,226.7,3.25,0.67,5.43,13.14,53.47,8.09,3.8,15,84.03,6.17
1512,瑞利,69.96,130.15,119.1,86.22,17.2,3.56,102.52,7.43,49.12,2.03,0.9,-1.39,-7.95,-3,-2.7,-0.68,12.89,72.52,3.86
1513,中興電,49.77,279.07,152.2,86.72,19.51,6.6,55.3,2.09,174.64,3.86,0.84,3.5,6.61,13.85,3.95,1.22,3.49,44.67,-1.52
1514,亞力,47.38,311.52,158.61,118.97,12.34,2.18,167.43,3.77,96.81,3.98,0.75,2.19,3.59,5.57,2.5,0.51,0,70.34,0
1515,力山,57.01,127.96,109.05,85.2,3.78,4.33,84.29,4.37,83.52,1.63,0.66,2.59,4.33,7.5,2.81,0.58,NA,23.63,NA
1516,川飛,29.46,742.29,289.02,238.84,12074.5,5.23,69.78,18.23,20.02,14.98,1.52,5.37,7.23,8.24,3.53,0.82,60.41,38.85,25.23
1517,利奇,28.72,282.41,370.3,289.2,*****,3.34,109.28,3.46,105.49,1.95,0.56,0.2,0.29,0.96,0.36,0.06,21.26,77.34,1.21
1519,華城,53.22,282.97,185.87,93.26,11.51,2.29,159.38,2.07,176.32,4.05,0.82,3.67,7.72,11.44,4.33,0.96,19.23,45.6,6.16
1521,大億,49.19,208.57,137.39,81.07,811.09,5.35,68.22,7.34,49.72,5.87,1.62,13.66,27.32,76.09,8.43,6.52,32.49,84.15,2.98
1522,堤維西,65.4,165.67,118.19,54.72,13.54,6.33,57.66,2.91,125.42,2.12,0.84,5.92,15.64,41.51,6.57,3.17,30.47,73.38,8.31
1524,耿鼎,56.61,122.85,126.31,83.63,739.96,6.14,59.44,4.86,75.1,0.88,0.54,5.31,11.08,14.77,8.48,1.23,60.68,283,20.68
1525,江申,19.07,817.48,142.02,120.04,366,6.97,52.36,8.76,41.66,2.49,0.28,12.38,15.26,85.73,44.32,7.21,3.1,48.08,-1.73
1526,日馳,53.25,212.55,186.01,103.79,17.3,4.89,74.64,1.7,214.7,2.19,0.7,6.96,14.15,21.06,9.42,1.8,21.63,105.1,7.1
1527,鑽全,76.52,444,123,55.37,10.94,4.93,74.03,4.08,89.46,4.49,0.27,6.83,26.28,78.95,23.42,6.88,8.92,143.73,10.45
1528,恩德,51.69,275.41,181.43,113.49,5.92,3.21,113.7,2.02,180.69,3.63,0.77,2.55,4.21,7.78,2.62,0.56,-3.91,193,-2.7
1529,樂士,50.68,224.37,89.43,81.04,-2154.41,4.74,77,3.31,110.27,2.34,0.52,-9.64,-19.15,-1.69,-20.25,-0.17,-5.63,8.6,-4.05
1530,亞崴,55.97,182.54,150.08,84.4,7.28,2.61,139.84,1.6,228.12,1.9,0.55,2.44,5.11,21.41,3.71,1.42,31.76,101.12,19.7
1531,高林股,19.21,282.84,459.2,356.94,15.78,2.57,142.02,2.45,148.97,1.63,0.47,2.31,2.81,6.86,4.59,0.59,45.1,115.15,3.32
1532,勤美,48.08,243.77,218.4,84.17,20.31,3.25,112.3,0.91,401.09,1.47,0.44,5.02,9.06,54.66,11.03,2.6,29.8,79.35,6.57
1533,車王電,45.92,310.43,213.17,137.43,9.72,4.4,82.95,1.21,301.65,2.44,0.55,2.34,3.7,16.81,3.61,0.85,26.7,166.01,8.12
1535,中宇,57.62,1826.31,158.55,59.67,51.23,10.94,33.36,0.42,869.04,48.27,1.12,3.54,7.4,32.4,2.93,2,-9.07,7.93,-19.38
1536,和大,61.73,144.88,145.99,105.88,26.38,4.69,77.82,2.71,134.68,1.17,0.58,11.73,27.84,59.56,19.43,4.78,55.76,74.21,9.96
1537,廣隆,27.31,340.58,354.48,191.77,422.99,7.55,48.34,3.38,107.98,6.02,1.45,19.62,26.57,152.99,13.5,11.31,68.95,102.02,2.21
1538,正峰新,63.33,92.82,76.31,55.96,-4.85,7.09,51.48,7.3,50,0.55,0.41,-5.57,-15.99,-12.58,-15.64,-1.28,8.6,34.51,2.1
1539,巨庭,64.88,205.65,136.94,102.59,9.44,7.52,48.53,4.3,84.88,4.34,0.97,7.13,18.43,38.46,6.5,2.95,20.11,164.76,16.75
1540,喬福,13.78,400.23,590.18,456.86,1890.68,6.44,56.67,0.71,514.08,1.46,0.33,2.5,2.91,6.85,7.69,0.5,-15.99,260.99,-6.06
1541,錩泰,51.25,195.31,142.42,99.48,73.1,3.14,116.24,5.31,68.73,6.12,1.44,14.28,27.89,53.69,9.76,4.37,30.77,57.71,36.65
1558,伸興,26.57,347.16,305.75,272.26,241.54,4.49,81.29,9.04,40.37,4.31,1,14.22,19.17,182.97,14.22,14.06,62.39,113.58,5.91
1560,中砂,24.34,143.1,184.54,120.61,62887.91,5.52,66.12,4.27,85.48,1.48,0.82,10.58,14.1,45.69,12.95,3.79,79.21,99.93,4.78
1568,倉佑,54.47,160.05,156.97,101.35,19.25,3.57,102.24,3.79,96.3,2.07,0.87,6.51,12.3,25.23,6.98,1.78,22.3,105,4.33
1582,信錦,38.39,1073.1,312.67,282.32,11033.88,2.44,149.59,10.76,33.92,14.94,1.01,9.97,16.26,88.96,9.95,6.06,62.1,128.32,13.18
1583,程泰,53.91,215.54,165.2,90.93,9.19,2.87,127.17,1.35,270.37,1.93,0.51,3,6.03,45.79,5.02,2.24,31.49,117.55,18.11
1587,吉茂,53.4,152.29,142.34,74.3,5.7,5.12,71.28,1.64,222.56,1.44,0.59,3.06,5.34,13.15,4.26,1.17,27.24,63.8,9.1
1589,永冠-KY,33.05,214.05,319.23,260.02,23.61,3.14,116.24,3.72,98.11,1.35,0.48,6.86,9.82,17.92,13.53,8.5,52.6,96.95,2.27
1590,亞德客-KY,53.18,108.66,100.35,77.89,21.07,3.12,116.98,2.52,144.84,0.89,0.48,9.59,19.17,159.08,19.09,10.72,17.34,43.85,6.17
1592,英瑞-KY,54.74,128.79,109.63,61.44,5.91,5.45,66.97,2.25,162.22,2.29,0.79,7.44,14.11,56.96,7.87,4.39,21.92,34.89,12.6
1598,岱宇,58.36,158.12,129.55,103.34,16.03,5.31,68.73,5.49,66.48,2.77,0.97,6.61,15.92,43.36,6.38,3.54,23.49,69.68,14.07
1603,華電,38.22,178.05,136.92,90.64,23.72,2.16,168.98,2.65,137.73,0.9,0.36,3.83,5.91,18.9,10.55,1.88,20.28,232.27,7.19
1604,聲寶,39.03,183.61,170.84,90.57,64.2,8.47,43.09,5.33,68.48,2.4,0.83,6.78,10.88,17.16,8.06,1.65,37.52,94.78,3.75
1605,華新,42.82,399.42,171.06,76.01,2011.36,9.83,37.13,5.38,67.84,7.53,1.31,4.65,7.51,18.17,3.37,1.33,22.98,92.9,7.69
1608,華榮,34.06,289.63,169.65,89.88,380.27,6.03,60.53,2.76,132.24,2.29,0.58,0.05,-0.14,0.98,-0.15,0.23,4.46,156.38,0.88
1609,大亞,57.9,280.3,144.21,100.69,192.71,4.77,76.51,4.76,76.68,3.78,0.81,1.12,0.44,2.59,0.2,0.05,1.69,38.41,0.78
1612,宏泰,15.87,423.22,357.33,238.63,112.75,5.05,72.27,3.86,94.55,2.98,0.61,1.81,2.11,3.27,2.95,0.3,1.01,46.03,-1.1
1614,三洋電,21.46,141.68,286.1,161.43,58.84,16.91,21.58,4.79,76.2,1.31,0.82,4.8,6.11,14.13,5.73,1.21,33.05,101.91,0.47
1615,大山,30.54,205.99,174.02,103.58,21.13,7.07,51.62,5.64,64.71,2.86,1.08,4.53,6.32,10.4,4,0.84,14.99,165.61,4.47
1616,億泰,49.57,242.53,154.2,95.73,2.91,3.88,94.07,3.16,115.5,3.64,0.85,0.99,1.22,1.78,0.73,0.11,28.15,130.07,24.9
1617,榮星,48.23,223,174.76,153.31,8,4.17,87.52,9.58,38.1,3.62,0.88,3.23,5.4,7.91,3.22,0.6,7.47,224.37,3.49
1618,合機,5.94,250.3,958.58,751,1154.15,2.53,144.26,3.49,104.58,1.48,0.46,1.25,1.35,2.59,2.73,0.22,210.37,160.96,7.7
1626,艾美特-KY,64.83,111.16,99.99,49.13,6.83,7.28,50.13,3.59,101.67,4.26,1.43,4.2,10.3,29.1,2.56,2.31,43.41,85.26,71.84
1701,中化,44.78,180.88,178.1,109.5,11.75,3.22,113.35,2.62,139.31,1.39,0.58,3.48,5.75,13,5.46,1.05,8,50.49,-0.1
1702,南僑,69.73,128.85,143.99,104.35,12.02,9.42,38.74,5.69,64.14,1.75,0.87,6.9,20.77,61.8,7.17,4.86,30.77,73.06,3.94
1707,葡萄王,39.44,116.31,120.11,101.2,73.93,59.69,6.11,2.93,124.57,1.57,1.01,21.07,37.73,174.19,20.54,9.82,113.34,88.1,19.78
1708,東鹼,43.94,135.63,111.47,85.47,12,6.13,59.54,6.77,53.91,0.7,0.43,6.71,11.03,34.87,13.93,2.98,57.7,79.41,8.23
1709,和益,27.56,321.72,311.71,132.9,48.12,8.26,44.18,2.41,151.45,3.18,0.83,8.93,12.49,24.95,10.51,1.96,51.74,84.15,2.64
1710,東聯,54.5,149.56,74.25,35.66,-118.29,13.24,27.56,9.32,39.16,1.11,0.53,-1.14,-3.82,-8.24,-3.31,-0.64,11.54,25.95,1.71
